id,umkm_id,type,amount,note,occurred_at,product_name
TRX2661,UMKM343,0,1186000.0,Transfer BNI,2022-12-06 16:16:01,Antar Jemput Sekolah
TRX2662,UMKM343,0,391000.0,Transfer Mandiri,2023-06-07 16:16:01,Pengiriman Barang Kota
TRX2663,UMKM343,0,1052000.0,Transfer BNI,2024-09-24 16:16:01,Tour Domestik
TRX2664,UMKM344,1,1283000.0,Pembayaran tunai,2022-12-03 13:57:08,Desain Logo
TRX2665,UMKM344,1,674000.0,-,2022-08-14 13:57:08,Desain Logo
TRX2666,UMKM344,0,866000.0,,2024-02-20 13:57:08,Konsultasi Hukum
TRX2667,UMKM344,1,1388000.0,,2023-10-28 13:57:08,Desain Logo
TRX2668,UMKM344,1,1947000.0,,2024-02-19 13:57:08,Voice Over
TRX2669,UMKM344,1,2637000.0,,2024-04-14 13:57:08,Desain Logo
TRX2670,UMKM344,1,319000.0,Transfer BRI,2023-06-21 13:57:08,Data Entry
TRX2676,UMKM346,1,249000.0,Dana,2024-01-17 00:53:08,Dress Casual
TRX2678,UMKM346,0,443000.0,Tunai,2022-09-26 00:53:08,Dress Casual
TRX2680,UMKM346,1,567000.0,OVO,2023-07-24 00:53:08,Gelang Perak
TRX2681,UMKM346,0,718000.0,Cash,2024-04-02 00:53:08,Topi Baseball
TRX2682,UMKM346,1,556000.0,Dana,2023-11-01 00:53:08,Dress Casual
TRX2683,UMKM346,0,468000.0,Tunai,2023-09-29 00:53:08,Jaket Bomber Pria
TRX2685,UMKM347,0,553000.0,Transfer BNI,2021-09-05 06:07:09,Kalung Emas Muda
TRX2686,UMKM347,0,475000.0,,2021-03-28 06:07:09,Topi Baseball
TRX2687,UMKM347,0,777000.0,Tunai,2022-10-18 06:07:09,Topi Baseball
TRX2689,UMKM347,1,504000.0,Gopay,2021-11-01 06:07:09,Celana Pendek Anak
TRX2690,UMKM347,1,550000.0,,2022-10-06 06:07:09,Celana Pendek Anak
TRX2691,UMKM347,1,221000.0,Transfer BCA,2022-01-31 06:07:09,Sepatu Sneakers
TRX2692,UMKM347,1,134000.0,Transfer BRI,2021-04-04 06:07:09,Sepatu Sneakers
TRX2693,UMKM347,0,628000.0,Cash,2022-07-13 06:07:09,Atasan Motif
TRX2694,UMKM348,1,226000.0,OVO,2021-09-30 22:26:53,Servis HP
TRX2695,UMKM348,0,1003000.0,-,2022-04-28 22:26:53,Desain Banner
TRX2697,UMKM348,1,233000.0,Dana,2021-10-07 22:26:53,Servis AC Split
TRX2698,UMKM348,1,1225000.0,OVO,2022-06-22 22:26:53,Servis AC Split
TRX2699,UMKM348,1,1020000.0,OVO,2022-04-28 22:26:53,Servis AC Split
TRX2700,UMKM348,0,2302000.0,Tunai,2022-06-21 22:26:53,Paket Pernikahan
TRX2701,UMKM348,0,1282000.0,Cash,2021-10-18 22:26:53,Event Launching Produk
TRX2702,UMKM348,1,788000.0,Gopay,2022-10-13 22:26:53,Servis AC Split
TRX2703,UMKM348,0,1973000.0,,2022-04-07 22:26:53,Penulisan Artikel SEO
TRX2704,UMKM349,1,304000.0,OVO,2024-02-11 12:26:05,Jamu Beras Kencur
TRX2705,UMKM349,1,395000.0,,2024-08-30 12:26:05,Jahe Merah Instan
TRX2706,UMKM349,1,410000.0,,2024-11-24 12:26:05,Temulawak Kapsul
TRX2707,UMKM349,1,407000.0,Transfer BRI,2024-05-09 12:26:05,Kunyit Asam
TRX2708,UMKM349,1,268000.0,Pembayaran tunai,2023-10-07 12:26:05,Kunyit Asam
TRX2709,UMKM349,1,296000.0,Dana,2024-12-01 12:26:05,Jamu Beras Kencur
TRX2710,UMKM350,1,8869000.0,Transfer BRI,2022-12-20 20:19:19,Kitchen Set Custom
TRX2711,UMKM350,1,2354000.0,Dana,2022-12-29 20:19:19,Kitchen Set Custom
TRX2712,UMKM351,0,1222000.0,Transfer BNI,2021-08-08 09:04:33,Les Privat Matematika
TRX2713,UMKM351,1,283000.0,OVO,2021-07-05 09:04:33,Kursus Desain Canva
TRX2714,UMKM351,0,598000.0,,2022-10-02 09:04:33,Kursus Memasak
TRX2715,UMKM351,0,1162000.0,Tunai,2021-10-20 09:04:33,Kursus Menjahit
TRX2717,UMKM352,0,2320000.0,Cash,2024-01-11 16:57:13,Desain Logo
TRX2718,UMKM352,1,270000.0,Transfer BRI,2023-05-18 16:57:13,Konsultasi Keuangan
TRX2719,UMKM352,1,1907000.0,Transfer BCA,2023-09-22 16:57:13,Konsultasi Keuangan
TRX2720,UMKM352,0,2337000.0,Tunai,2023-01-26 16:57:13,Konsultasi Hukum
TRX2721,UMKM352,1,995000.0,,2024-01-14 16:57:13,Konsultasi Keuangan
TRX2722,UMKM352,0,1841000.0,Cash,2024-02-11 16:57:13,Penerjemah Dokumen
TRX2723,UMKM352,0,519000.0,Transfer BNI,2022-08-04 16:57:13,Desain Feed Instagram
TRX2725,UMKM353,1,157000.0,Pembayaran tunai,2022-11-20 16:13:16,Seblak Kering
TRX2726,UMKM353,0,21000.0,,2022-05-28 16:13:16,Bakso Mercon
TRX2728,UMKM353,1,139000.0,Transfer BCA,2022-06-10 16:13:16,Seblak Kering
TRX2729,UMKM353,1,183000.0,Transfer BCA,2021-12-05 16:13:16,Lontong Sayur
TRX2730,UMKM353,1,49000.0,Transfer BCA,2023-07-17 16:13:16,Lontong Sayur
TRX2731,UMKM353,1,229000.0,OVO,2022-04-26 16:13:16,Cireng Isi
TRX2732,UMKM353,0,65000.0,Transfer Mandiri,2023-05-21 16:13:16,Makaroni Goreng
TRX2733,UMKM353,1,126000.0,Pembayaran tunai,2023-06-21 16:13:16,Klepon
TRX2734,UMKM353,0,112000.0,Transfer BNI,2021-11-16 16:13:16,Es Krim Lokal
TRX2735,UMKM353,0,184000.0,Cash,2022-02-23 16:13:16,Keripik Singkong Pedas
TRX2736,UMKM353,1,224000.0,Transfer BRI,2023-03-07 16:13:16,Cireng Isi
TRX2737,UMKM353,1,89000.0,Pembayaran tunai,2022-10-02 16:13:16,Seblak Kering
TRX2738,UMKM353,1,76000.0,OVO,2022-12-16 16:13:16,Lontong Sayur
TRX2739,UMKM353,0,110000.0,Transfer BNI,2023-01-15 16:13:16,Soto Ayam
TRX2740,UMKM353,1,110000.0,Dana,2022-09-06 16:13:16,Seblak Kering
TRX2741,UMKM353,1,35000.0,Transfer BCA,2021-12-09 16:13:16,Lontong Sayur
TRX2743,UMKM354,1,282000.0,Gopay,2023-04-11 13:24:19,Pupuk KCl
TRX2745,UMKM354,0,285000.0,,2024-06-05 13:24:19,Mesin Pompa Air
TRX2746,UMKM354,0,96000.0,Transfer BNI,2024-02-24 13:24:19,Bibit Cabai Rawit
TRX2747,UMKM355,0,712000.0,Transfer BNI,2022-11-20 18:09:52,Pelatihan K3
TRX2748,UMKM355,1,1491000.0,OVO,2023-10-03 18:09:52,Bimbel Bahasa Inggris
TRX2749,UMKM355,1,649000.0,,2022-04-30 18:09:52,Les Piano
TRX2750,UMKM355,1,642000.0,Transfer BCA,2022-12-28 18:09:52,Bimbel Bahasa Inggris
TRX2751,UMKM355,1,1222000.0,Pembayaran tunai,2023-07-10 18:09:52,Les Piano
TRX2752,UMKM355,0,597000.0,,2023-11-01 18:09:52,Kursus Bahasa Inggris
TRX2753,UMKM355,0,1103000.0,,2023-03-16 18:09:52,Pelatihan Sales
TRX2755,UMKM356,0,245000.0,Cash,2024-08-15 02:09:09,Buku Matematika SMP
TRX2756,UMKM356,0,327000.0,Tunai,2024-06-04 02:09:09,Kursus Python Pemula
TRX2757,UMKM356,1,892000.0,OVO,2024-09-09 02:09:09,Buku Resep Masakan
TRX2758,UMKM356,1,171000.0,Transfer BCA,2023-03-02 02:09:09,Kursus Bahasa Inggris
TRX2759,UMKM356,1,617000.0,Transfer BCA,2023-09-10 02:09:09,Kursus Bahasa Inggris
TRX2760,UMKM357,1,1139000.0,Gopay,2023-03-19 03:16:01,Software Akuntansi
TRX2761,UMKM357,0,1187000.0,Transfer BNI,2021-10-20 03:16:01,Website Company Profile
TRX2762,UMKM357,0,2145000.0,,2022-10-03 03:16:01,Aplikasi Absensi
TRX2763,UMKM357,1,1298000.0,OVO,2022-09-04 03:16:01,Scanner Barcode
TRX2764,UMKM357,0,2738000.0,Tunai,2021-05-30 03:16:01,Aplikasi Absensi
TRX2765,UMKM357,0,2127000.0,Cash,2021-12-29 03:16:01,Laptop Refurbished
TRX2766,UMKM357,1,3317000.0,Pembayaran tunai,2021-06-13 03:16:01,Scanner Barcode
TRX2767,UMKM357,1,4109000.0,,2022-07-15 03:16:01,Scanner Barcode
TRX2768,UMKM357,1,1264000.0,Transfer BRI,2021-12-03 03:16:01,Software Akuntansi
TRX2769,UMKM358,0,147000.0,,2023-01-29 03:33:07,Pupuk Kompos
TRX2770,UMKM358,0,222000.0,Tunai,2023-06-19 03:33:07,Kacang Tanah
TRX2771,UMKM358,0,202000.0,,2024-08-10 03:33:07,Bibit Tomat Unggul
TRX2772,UMKM358,1,241000.0,Pembayaran tunai,2023-01-25 03:33:07,Dodol Nangka
TRX2773,UMKM358,1,48000.0,OVO,2024-03-30 03:33:07,Dodol Nangka
TRX2774,UMKM358,1,57000.0,Pembayaran tunai,2024-06-25 03:33:07,Dodol Nangka
TRX2775,UMKM359,0,211000.0,,2022-09-07 11:38:53,Snack Box Meeting
TRX2776,UMKM359,0,268000.0,Transfer BNI,2023-02-06 11:38:53,Brownies Kukus
TRX2777,UMKM359,0,147000.0,Transfer Mandiri,2024-01-09 11:38:53,Risol Mayo
TRX2778,UMKM359,1,193000.0,Gopay,2023-12-12 11:38:53,Pudding Coklat
TRX2779,UMKM359,0,237000.0,Transfer Mandiri,2024-04-10 11:38:53,Pecel Lele
TRX2780,UMKM359,1,254000.0,Transfer BCA,2023-10-27 11:38:53,Pudding Coklat
TRX2781,UMKM359,1,172000.0,,2024-01-24 11:38:53,Basreng Kering
TRX2782,UMKM359,1,6000.0,Gopay,2022-10-22 11:38:53,Pudding Coklat
TRX2783,UMKM359,0,52000.0,Cash,2023-06-25 11:38:53,Paket Prasmanan
TRX2785,UMKM359,0,188000.0,Transfer BNI,2023-11-23 11:38:53,Teh Tarik
TRX2786,UMKM359,0,37000.0,,2022-07-15 11:38:53,Opak Angin
TRX2788,UMKM360,1,1729000.0,Transfer BRI,2022-10-30 08:39:39,Seminar Nasional
TRX2789,UMKM360,0,992000.0,,2023-01-31 08:39:39,Servis AC Split
TRX2790,UMKM360,1,1859000.0,Transfer BCA,2022-07-07 08:39:39,Seminar Nasional
TRX2791,UMKM360,0,967000.0,,2023-07-03 08:39:39,Konsultasi Bisnis
TRX2792,UMKM360,0,2126000.0,Tunai,2021-09-19 08:39:39,Desain Undangan
TRX2793,UMKM360,1,1199000.0,Pembayaran tunai,2023-02-18 08:39:39,Seminar Nasional
TRX2794,UMKM360,0,1422000.0,Tunai,2021-10-05 08:39:39,Gathering Perusahaan
TRX2795,UMKM360,0,1261000.0,Cash,2021-12-28 08:39:39,Konsultasi Marketing
TRX2800,UMKM362,0,294000.0,Transfer BNI,2023-08-06 20:14:51,Brownies Kukus
TRX2801,UMKM362,1,253000.0,Dana,2024-11-27 20:14:51,Teh Tarik
TRX2802,UMKM362,0,180000.0,Tunai,2025-02-22 20:14:51,Mie Ayam Pangsit
TRX2804,UMKM362,1,28000.0,Transfer BCA,2023-04-11 20:14:51,Brownies Kukus
TRX2805,UMKM362,1,55000.0,Gopay,2023-10-05 20:14:51,Es Campur
TRX2806,UMKM362,1,240000.0,,2024-08-18 20:14:51,Mie Ayam Pangsit
TRX2807,UMKM362,1,13000.0,Transfer BRI,2023-07-14 20:14:51,Brownies Kukus
TRX2808,UMKM362,1,68000.0,Pembayaran tunai,2023-12-24 20:14:51,Brownies Kukus
TRX2809,UMKM362,0,85000.0,,2023-06-24 20:14:51,Kopi Susu
TRX2810,UMKM363,0,3715000.0,Tunai,2022-05-16 06:08:29,Sensor Suhu Gudang
TRX2811,UMKM363,1,3839000.0,Pembayaran tunai,2023-08-07 06:08:29,Monitoring Listrik IoT
TRX2812,UMKM363,1,105000.0,Transfer BRI,2022-03-10 06:08:29,Aplikasi Inventory
TRX2813,UMKM363,0,3604000.0,,2022-07-14 06:08:29,Printer Thermal
TRX2814,UMKM363,0,1757000.0,,2022-11-25 06:08:29,Platform E-commerce
TRX2815,UMKM363,1,1180000.0,Dana,2023-02-12 06:08:29,Aplikasi Absensi
TRX2816,UMKM363,0,2572000.0,Transfer Mandiri,2023-02-03 06:08:29,Kamera IP CCTV
TRX2817,UMKM363,1,1402000.0,,2022-04-05 06:08:29,Pembuatan Website
TRX2818,UMKM364,1,945000.0,,2022-03-19 12:06:37,Topi Baseball
TRX2819,UMKM364,1,947000.0,Transfer BCA,2021-11-07 12:06:37,Rok Midi
TRX2820,UMKM364,1,330000.0,,2023-02-18 12:06:37,Cardigan Wanita
TRX2821,UMKM364,0,145000.0,Transfer Mandiri,2022-03-27 12:06:37,Celana Chino Pria
TRX2822,UMKM364,0,720000.0,Tunai,2022-09-29 12:06:37,Sepatu Boots
TRX2824,UMKM364,1,306000.0,Transfer BRI,2021-10-28 12:06:37,Rok Midi
TRX2825,UMKM364,0,134000.0,Transfer BNI,2023-03-21 12:06:37,Celana Pendek Anak
TRX2827,UMKM364,1,730000.0,Transfer BCA,2023-01-06 12:06:37,Kemeja Batik Pria
TRX2828,UMKM364,1,975000.0,Transfer BCA,2022-04-09 12:06:37,Kemeja Batik Pria
TRX2829,UMKM364,1,714000.0,Pembayaran tunai,2021-10-02 12:06:37,Celana Chino Pria
TRX2830,UMKM365,0,388000.0,Tunai,2024-01-26 22:31:21,Balancing Roda
TRX2832,UMKM365,0,861000.0,Transfer Mandiri,2025-03-19 22:31:21,Gudang Sewa
TRX2833,UMKM365,0,1331000.0,Transfer BNI,2025-04-11 22:31:21,Jasa Titip Belanja
TRX2834,UMKM365,1,675000.0,Pembayaran tunai,2025-02-25 22:31:21,Sewa Mobil Harian
TRX2835,UMKM365,0,1536000.0,,2025-01-02 22:31:21,Sewa Truk
TRX2836,UMKM366,0,2964000.0,,2024-08-09 08:13:04,Gathering Perusahaan
TRX2838,UMKM366,0,1858000.0,Tunai,2024-06-13 08:13:04,Desain Logo
TRX2839,UMKM366,1,2784000.0,Pembayaran tunai,2025-01-22 08:13:04,Voice Over
TRX2840,UMKM366,0,473000.0,Tunai,2023-09-24 08:13:04,Konsultasi Bisnis
TRX2841,UMKM366,0,2982000.0,,2025-06-04 08:13:04,Konsultasi Keuangan
TRX2842,UMKM366,1,489000.0,Transfer BCA,2024-08-30 08:13:04,Servis Mesin Cuci
TRX2843,UMKM366,1,104000.0,Transfer BRI,2025-02-04 08:13:04,Servis Mesin Cuci
TRX2844,UMKM366,1,974000.0,,2023-12-20 08:13:04,Servis Mesin Cuci
TRX2845,UMKM367,1,1026000.0,,2024-12-30 01:12:49,Jasa Packing Barang
TRX2846,UMKM367,1,209000.0,Transfer BCA,2024-11-07 01:12:49,Pengiriman Barang Kota
TRX2847,UMKM367,1,321000.0,Transfer BCA,2024-08-12 01:12:49,Pengiriman Barang Kota
TRX2848,UMKM367,0,1265000.0,Cash,2025-02-11 01:12:49,Ganti Oli Motor
TRX2849,UMKM367,1,513000.0,,2023-11-21 01:12:49,Jasa Packing Barang
TRX2850,UMKM367,1,1113000.0,Dana,2025-06-24 01:12:49,Pengiriman Barang Kota
TRX2851,UMKM367,1,1442000.0,Dana,2024-03-22 01:12:49,Pengiriman Barang Kota
TRX2853,UMKM368,1,138000.0,,2022-01-25 01:50:25,Event Launching Produk
TRX2854,UMKM368,0,133000.0,,2021-08-28 01:50:25,Voice Over
TRX2855,UMKM368,0,2949000.0,,2022-11-24 01:50:25,Gathering Perusahaan
TRX2856,UMKM368,1,1507000.0,Pembayaran tunai,2022-05-07 01:50:25,Event Launching Produk
TRX2857,UMKM368,1,593000.0,Transfer BRI,2021-03-18 01:50:25,Event Launching Produk
TRX2858,UMKM368,1,1829000.0,Transfer BRI,2022-05-01 01:50:25,Event Launching Produk
TRX2859,UMKM368,0,2942000.0,Tunai,2021-10-14 01:50:25,Konsultasi Hukum
TRX2860,UMKM368,1,641000.0,Gopay,2021-07-23 01:50:25,Event Launching Produk
TRX2863,UMKM369,0,122000.0,Tunai,2024-08-20 11:53:06,Catering Kantor
TRX2864,UMKM369,0,201000.0,Transfer BNI,2025-01-05 11:53:06,Cireng Isi
TRX2865,UMKM369,1,50000.0,,2024-10-19 11:53:06,Kue Cubit
TRX2866,UMKM369,1,57000.0,-,2025-08-26 11:53:06,Kue Cubit
TRX2867,UMKM369,0,57000.0,Transfer Mandiri,2024-10-11 11:53:06,Kue Cubit
TRX2868,UMKM369,1,165000.0,Dana,2024-09-18 11:53:06,Klepon
TRX2869,UMKM369,0,193000.0,Tunai,2025-03-03 11:53:06,Klepon
TRX2870,UMKM369,1,158000.0,Transfer BCA,2024-03-13 11:53:06,Kue Cubit
TRX2871,UMKM369,1,75000.0,Pembayaran tunai,2023-11-15 11:53:06,Klepon
TRX2872,UMKM369,1,200000.0,Dana,2025-06-11 11:53:06,Catering Kantor
TRX2873,UMKM369,1,73000.0,OVO,2025-05-16 11:53:06,Kue Cubit
TRX2874,UMKM369,1,78000.0,,2025-04-21 11:53:06,Catering Kantor
TRX2875,UMKM369,0,40000.0,,2025-09-04 11:53:06,Jus Alpukat
TRX2876,UMKM369,0,276000.0,,2025-02-17 11:53:06,Es Campur
TRX2877,UMKM369,1,293000.0,,2024-09-16 11:53:06,Klepon
TRX2878,UMKM370,0,14000.0,Transfer BNI,2024-11-29 16:12:16,Bibit Jagung Hibrida
TRX2879,UMKM370,1,94000.0,Dana,2023-05-28 16:12:16,Singkong Segar
TRX2880,UMKM370,0,235000.0,Transfer Mandiri,2024-08-14 16:12:16,Pupuk NPK Mutiara
TRX2881,UMKM370,1,189000.0,Pembayaran tunai,2023-12-05 16:12:16,Singkong Segar
TRX2883,UMKM370,1,87000.0,Pembayaran tunai,2023-03-23 16:12:16,Jagung Pipil Kering
TRX2884,UMKM370,0,220000.0,Cash,2023-05-15 16:12:16,Sabit Intan
TRX2885,UMKM371,1,3724000.0,Pembayaran tunai,2023-07-19 05:29:16,Sensor Suhu Gudang
TRX2886,UMKM371,0,1879000.0,,2024-01-09 05:29:16,Sensor Suhu Gudang
TRX2887,UMKM371,1,810000.0,Gopay,2024-10-05 05:29:16,Sensor Suhu Gudang
TRX2888,UMKM371,1,923000.0,Dana,2023-05-08 05:29:16,Sensor Suhu Gudang
TRX2889,UMKM371,0,1246000.0,Tunai,2024-11-11 05:29:16,App Pemesanan Online
TRX2890,UMKM371,1,1108000.0,Transfer BCA,2023-12-17 05:29:16,Laptop Refurbished
TRX2891,UMKM371,1,4929000.0,Pembayaran tunai,2024-12-21 05:29:16,Monitoring Listrik IoT
TRX2892,UMKM371,1,3245000.0,Dana,2023-09-21 05:29:16,Aplikasi Kasir UMKM
TRX2893,UMKM372,1,204000.0,,2022-09-19 08:37:53,Tumbler Sablon
TRX2895,UMKM372,1,186000.0,Dana,2023-01-29 08:37:53,Mug Foto
TRX2896,UMKM372,1,430000.0,Transfer BCA,2022-01-02 08:37:53,Bingkai Foto
TRX2897,UMKM372,1,96000.0,Dana,2022-09-12 08:37:53,Gantungan Kunci Custom
TRX2898,UMKM372,0,151000.0,,2022-12-12 08:37:53,Bando Kain
TRX2899,UMKM372,0,166000.0,,2022-11-17 08:37:53,Mainan Edukatif Kayu
TRX2900,UMKM373,0,2740000.0,,2022-03-04 22:31:45,Konsultasi Keuangan
TRX2901,UMKM373,1,445000.0,Transfer BRI,2022-05-25 22:31:45,Servis Laptop
TRX2902,UMKM373,1,1116000.0,Transfer BCA,2022-10-02 22:31:45,Servis Laptop
TRX2903,UMKM373,0,2366000.0,,2022-09-14 22:31:45,Servis Mesin Cuci
TRX2904,UMKM373,0,2561000.0,,2021-12-13 22:31:45,Konsultasi Bisnis
TRX2905,UMKM373,0,2557000.0,Transfer BNI,2023-01-07 22:31:45,Voice Over
TRX2906,UMKM374,1,2434000.0,OVO,2023-07-18 12:20:51,App Mobile Android
TRX2908,UMKM374,1,2571000.0,OVO,2022-10-08 12:20:51,Scanner Barcode
TRX2909,UMKM374,1,1783000.0,,2024-04-21 12:20:51,Scanner Barcode
TRX2910,UMKM374,1,4341000.0,Transfer BCA,2024-02-28 12:20:51,App Mobile Android
TRX2911,UMKM374,1,4274000.0,,2022-07-31 12:20:51,App Mobile Android
TRX2912,UMKM374,1,1645000.0,Pembayaran tunai,2022-07-21 12:20:51,Scanner Barcode
TRX2913,UMKM375,1,407000.0,,2021-10-20 22:49:26,Lampu Rotan
TRX2914,UMKM375,1,225000.0,Pembayaran tunai,2023-01-19 22:49:26,Lampu Rotan
TRX2915,UMKM375,1,176000.0,Gopay,2022-08-13 22:49:26,Hiasan Dinding Batik
TRX2916,UMKM375,1,355000.0,OVO,2023-01-03 22:49:26,Lampu Rotan
TRX2918,UMKM375,1,426000.0,Pembayaran tunai,2021-09-26 22:49:26,Lampu Rotan
TRX2919,UMKM375,1,484000.0,Gopay,2022-06-13 22:49:26,Lampu Rotan
TRX2920,UMKM376,0,2060000.0,Transfer BNI,2023-02-07 20:17:56,Sistem ERP
TRX2921,UMKM376,1,4154000.0,OVO,2021-09-08 20:17:56,App Pemesanan Online
TRX2922,UMKM376,1,3261000.0,OVO,2023-06-01 20:17:56,App Pemesanan Online
TRX2923,UMKM376,0,1023000.0,Transfer Mandiri,2022-03-17 20:17:56,Aplikasi Kasir UMKM
TRX2924,UMKM376,1,2074000.0,,2023-05-06 20:17:56,App Pemesanan Online
TRX2925,UMKM376,1,4192000.0,OVO,2023-01-31 20:17:56,App Pemesanan Online
TRX2926,UMKM377,0,703000.0,Tunai,2023-09-20 13:11:35,Polo Shirt Pria
TRX2927,UMKM377,1,658000.0,Transfer BRI,2023-09-04 13:11:35,Setelan Anak Lucu
TRX2928,UMKM377,0,122000.0,Transfer Mandiri,2023-11-17 13:11:35,Celana Kulot
TRX2929,UMKM377,0,590000.0,Transfer BNI,2024-06-08 13:11:35,Heels Wanita
TRX2930,UMKM377,0,960000.0,Tunai,2024-06-09 13:11:35,Kaos Anak Motif
TRX2931,UMKM377,1,62000.0,,2024-06-21 13:11:35,Ikat Pinggang Pria
TRX2932,UMKM377,0,419000.0,Cash,2024-06-21 13:11:35,Dompet Wanita
TRX2933,UMKM378,1,5685000.0,Dana,2024-08-28 09:44:01,Furniture Custom
TRX2934,UMKM378,0,2662000.0,Cash,2023-12-18 09:44:01,Sewa Kantor Virtual
TRX2935,UMKM378,1,6837000.0,Gopay,2024-01-08 09:44:01,Furniture Custom
TRX2936,UMKM379,0,1214000.0,,2024-08-13 14:19:58,Kursus Desain Canva
TRX2937,UMKM379,1,911000.0,Transfer BRI,2023-11-12 14:19:58,Kursus Komputer
TRX2938,UMKM379,0,798000.0,,2025-01-27 14:19:58,Bimbel SBMPTN
TRX2939,UMKM379,0,1168000.0,Transfer Mandiri,2024-05-24 14:19:58,Workshop Fotografi
TRX2940,UMKM379,0,1448000.0,,2024-01-16 14:19:58,Kursus Desain Canva
TRX2941,UMKM379,0,403000.0,,2024-10-12 14:19:58,Buku Matematika SMP
TRX2942,UMKM380,1,415000.0,,2024-03-23 04:20:07,Mainan Edukatif Kayu
TRX2943,UMKM380,1,266000.0,OVO,2024-04-11 04:20:07,Gelang Manik Handmade
TRX2944,UMKM380,1,419000.0,Transfer BCA,2023-04-23 04:20:07,Gelang Manik Handmade
TRX2945,UMKM381,1,124000.0,Pembayaran tunai,2022-08-07 12:16:58,Anting Mutiara
TRX2948,UMKM381,1,119000.0,,2021-04-17 12:16:58,Anting Mutiara
TRX2949,UMKM381,0,64000.0,Transfer BNI,2022-12-25 12:16:58,Heels Wanita
TRX2952,UMKM382,0,30000.0,Tunai,2023-09-27 00:44:58,Tepung Mocaf
TRX2953,UMKM382,0,40000.0,Cash,2023-02-25 00:44:58,Pupuk NPK Mutiara
TRX2954,UMKM382,1,213000.0,Transfer BRI,2023-12-15 00:44:58,Sprayer Hama
TRX2955,UMKM382,0,269000.0,Transfer Mandiri,2024-11-08 00:44:58,Bibit Cabai Rawit
TRX2957,UMKM383,1,336000.0,Pembayaran tunai,2022-05-28 20:15:51,Kalsium Tablet
TRX2958,UMKM383,1,379000.0,Pembayaran tunai,2023-08-09 20:15:51,Probiotik Sachet
TRX2960,UMKM383,1,407000.0,Pembayaran tunai,2023-03-25 20:15:51,Omega 3 Kapsul
TRX2961,UMKM383,0,227000.0,Transfer Mandiri,2022-07-14 20:15:51,Multivitamin Anak
TRX2962,UMKM384,0,221000.0,Transfer BNI,2021-08-22 11:17:48,Kue Cubit
TRX2963,UMKM384,0,210000.0,Transfer Mandiri,2021-06-23 11:17:48,Es Teh Manis
TRX2964,UMKM384,0,47000.0,,2021-04-16 11:17:48,Makaroni Goreng
TRX2965,UMKM384,1,279000.0,OVO,2021-08-05 11:17:48,Paket Prasmanan
TRX2966,UMKM384,1,280000.0,Dana,2022-09-27 11:17:48,Snack Box Meeting
TRX2967,UMKM384,1,83000.0,OVO,2021-06-13 11:17:48,Klepon
TRX2968,UMKM384,0,147000.0,Transfer BNI,2022-08-29 11:17:48,Es Teh Manis
TRX2969,UMKM384,1,47000.0,Gopay,2022-08-31 11:17:48,Snack Box Meeting
TRX2970,UMKM384,0,163000.0,Transfer Mandiri,2022-05-27 11:17:48,Catering Pernikahan
TRX2971,UMKM384,0,45000.0,,2022-09-25 11:17:48,Rendang Padang
TRX2972,UMKM384,1,266000.0,Dana,2021-07-13 11:17:48,Nasi Padang
TRX2973,UMKM384,1,109000.0,Gopay,2021-12-05 11:17:48,Paket Prasmanan
TRX2974,UMKM384,1,84000.0,Transfer BRI,2022-09-02 11:17:48,Klepon
TRX2975,UMKM384,1,279000.0,Dana,2022-10-27 11:17:48,Nasi Padang
TRX2977,UMKM384,1,205000.0,Gopay,2022-10-22 11:17:48,Kue Cubit
TRX2978,UMKM384,0,38000.0,Cash,2021-08-12 11:17:48,Es Krim Lokal
TRX2979,UMKM385,1,2640000.0,,2024-04-29 04:07:41,Sistem Irigasi Otomatis
TRX2980,UMKM385,1,3683000.0,OVO,2023-05-06 04:07:41,Instalasi CCTV
TRX2981,UMKM385,0,2054000.0,Cash,2024-07-02 04:07:41,Aplikasi HR
TRX2983,UMKM385,0,2102000.0,Cash,2023-04-11 04:07:41,Laptop Refurbished
TRX2984,UMKM386,1,226000.0,Pembayaran tunai,2024-11-30 04:07:48,Last Mile Delivery
TRX2985,UMKM386,0,1943000.0,Cash,2023-09-30 04:07:48,Sewa Motor Harian
TRX2986,UMKM386,1,939000.0,Transfer BRI,2025-04-09 04:07:48,Paket Umroh
TRX2987,UMKM386,0,287000.0,Transfer Mandiri,2024-01-08 04:07:48,Antar Jemput Sekolah
TRX2988,UMKM386,1,978000.0,Gopay,2025-02-14 04:07:48,Sewa Truk
TRX2989,UMKM387,1,33000.0,,2024-06-12 17:50:32,Es Krim Lokal
TRX2990,UMKM387,0,163000.0,Transfer BNI,2023-09-19 17:50:32,Opak Angin
TRX2991,UMKM387,1,94000.0,Transfer BCA,2024-01-28 17:50:32,Es Krim Lokal
TRX2992,UMKM387,1,66000.0,,2024-03-29 17:50:32,Es Krim Lokal
TRX2993,UMKM387,0,11000.0,Transfer Mandiri,2023-02-15 17:50:32,Nasi Padang
TRX2994,UMKM387,0,75000.0,Transfer Mandiri,2023-03-26 17:50:32,Jus Alpukat
TRX2995,UMKM387,1,10000.0,Dana,2023-09-10 17:50:32,Es Krim Lokal
TRX2996,UMKM387,0,88000.0,Transfer BNI,2023-02-11 17:50:32,Basreng Kering
