id,umkm_id,name,category,base_price,created_at,updated_at
PRD1154,UMKM398,Makaroni Goreng,Snack,38000,2024-01-03 11:20:17,2024-09-28 11:20:17
PRD1155,UMKM398,Catering Ulang Thaun,Catering,38000,2023-12-15 11:20:17,2023-12-15 11:20:17
PRD1156,UMKM398,Opak Angin,Snack,12000,2024-01-13 11:20:17,2024-03-30 11:20:17
PRD1157,UMKM398,Bakso Mercon,Makanan Berat,15000,2023-12-10 11:20:17,2024-04-02 11:20:17
PRD1158,UMKM399,Paket Umroh,Logistik,1627000,2022-11-03 13:15:40,2023-05-24 13:15:40
PRD1159,UMKM399,Gudang Sewa,Logistik,986000,2022-11-05 13:15:40,2023-08-27 13:15:40
PRD1160,UMKM399,Pengiriman Barang Kota,Logistik,773000,2022-11-13 13:15:40,2023-03-07 13:15:40
PRD1161,UMKM399,Kurir Ekspres Lokal,Jasa Antar Jemput,1048000,2022-11-20 13:15:40,2023-06-10 13:15:40
PRD1162,UMKM399,Jasa Packing Barang,Logistik,1510000,2022-12-03 13:15:40,2023-05-25 13:15:40
PRD1163,UMKM400,Sewa Pickup Barang,Sewa Kendaraan,697000,2023-08-18 21:33:15,2024-06-06 21:33:15
PRD1164,UMKM401,Paket Pernikahan Sederhana,Event Organizer,1652000,2021-09-21 12:05:17,2022-06-29 12:05:17
PRD1165,UMKM401,Desain Banner Spanduk,Desain,555000,2021-10-18 12:05:17,2021-12-01 12:05:17
PRD1166,UMKM401,Servis Laptop,Servis,1702000,2021-09-18 12:05:17,2022-04-29 12:05:17
PRD1167,UMKM401,Desain Feed Instagram,Konsultasi,775000,2021-10-20 12:05:17,2021-12-26 12:05:17
PRD1168,UMKM401,Konsultasi HR,Konsultasi,331000,2021-10-19 12:05:17,2022-06-23 12:05:17
PRD1169,UMKM402,Fisioterapi Panggilan,Jasa Medis,19000,2023-05-28 07:12:29,2024-02-02 07:12:29
PRD1170,UMKM402,Facial Wajah,Perawatan,249000,2023-05-16 07:12:29,2024-03-04 07:12:29
PRD1171,UMKM402,Facial Wajah,Perawatan,333000,2023-05-05 07:12:29,2024-01-29 07:12:29
PRD1172,UMKM402,Kunyit Asam,Perawatan,66000,2023-05-27 07:12:29,2023-07-03 07:12:29
PRD1180,UMKM404,Heels Wanita,Sepatu,257000,2023-11-15 08:18:05,2024-06-29 08:18:05
PRD1181,UMKM404,Heels Wanita,Sepatu,486000,2023-11-08 08:18:05,2024-06-21 08:18:05
PRD1182,UMKM404,Cardigan Wanita,Pakaian Wanita,453000,2023-11-20 08:18:05,2023-11-20 08:18:05
PRD1183,UMKM404,Jumpsuit Wanita,Pakaian Wanita,490000,2023-10-30 08:18:05,2024-02-10 08:18:05
PRD1185,UMKM406,Tongkat Kruk,Alat Kesehatan,290000,2022-06-06 07:52:30,2022-07-20 07:52:30
PRD1186,UMKM406,Totok Wajah,Perawatan,19000,2022-06-13 07:52:30,2022-07-11 07:52:30
PRD1187,UMKM406,Multivitamin Anak,Suplemen,124000,2022-05-14 07:52:30,2022-07-29 07:52:30
PRD1188,UMKM406,Pijat Tradisional,Perawatan,274000,2022-07-02 07:52:30,2022-11-27 07:52:30
PRD1189,UMKM406,Refleksi Kaki,Perawatan,150000,2022-06-08 07:52:30,2022-06-08 07:52:30
PRD1190,UMKM407,Pemasangna Keramik,Renovasi,8429000,2022-06-14 12:08:08,2022-08-10 12:08:08
PRD1191,UMKM407,Sewa Kantor Virtual,Sewa Properti,2670000,2022-06-18 12:08:08,2023-02-15 12:08:08
PRD1192,UMKM407,Instalasi Listrik,Renovasi,6218000,2022-06-16 12:08:08,2022-06-16 12:08:08
PRD1193,UMKM407,Jual Kos-kosan,Jual Beli,4640000,2022-06-18 12:08:08,2023-03-21 12:08:08
PRD1194,UMKM407,Sewa Ruko Per Bulan,Sewa Properti,1627000,2022-07-16 12:08:08,2023-04-22 12:08:08
PRD1195,UMKM408,Kursus Desain Canva,Kursus Online,1100000,2022-05-01 19:14:09,2022-09-11 19:14:09
PRD1196,UMKM408,Pelatihan Sales,Pelatihan,550000,2022-05-01 19:14:09,2022-07-13 19:14:09
PRD1197,UMKM408,Bimbel SBMPTN,Bimbel,336000,2022-04-27 19:14:09,2022-05-07 19:14:09
PRD1198,UMKM408,Pelatihan K3,Pelatihan,806000,2022-04-01 19:14:09,2022-12-27 19:14:09
PRD1199,UMKM409,Penulisan Artikel SEO,Freelance,1436000,2022-11-09 21:14:09,2022-11-09 21:14:09
PRD1200,UMKM409,Event Launching Produk,Event Organizer,1267000,2022-11-11 21:14:09,2023-04-06 21:14:09
PRD1201,UMKM409,Servis AC Split,Servis,863000,2022-10-05 21:14:09,2023-02-21 21:14:09
PRD1202,UMKM410,Cireng Isi,Snack,85000,2021-04-03 08:21:08,2021-04-08 08:21:08
PRD1203,UMKM410,Keripik Singkong Pedas,Snack,10000,2021-04-24 08:21:08,2021-09-10 08:21:08
PRD1204,UMKM410,Risol Mayo,Dessert,229000,2021-05-21 08:21:08,2021-11-22 08:21:08
PRD1205,UMKM411,Bibit Jagung Hibrida,Bibit,288000,2023-11-01 00:24:38,2023-11-11 00:24:38
PRD1206,UMKM411,Pupuk Organik Cair,Pupuk,164000,2023-12-08 00:24:38,2024-06-23 00:24:38
PRD1208,UMKM412,Kursus Editing Video,Kursus Online,1361000,2022-05-03 04:33:37,2022-06-23 04:33:37
PRD1209,UMKM413,Kursus Memasak,Kursus Offline,1418000,2023-08-27 14:37:36,2024-05-02 14:37:36
PRD1210,UMKM413,Buku Bisnis Online,Buku,188000,2023-08-28 14:37:36,2024-05-27 14:37:36
PRD1211,UMKM413,Buku Resep Masakan,Buku,1092000,2023-08-28 14:37:36,2023-12-08 14:37:36
PRD1212,UMKM414,App Pemesanan Online,Aplikasi,235000,2023-11-09 00:17:51,2024-07-01 00:17:51
PRD1213,UMKM415,Pupuk NPK Mutiara,Pupuk,54000,2021-08-04 04:35:08,2021-08-16 04:35:08
PRD1214,UMKM415,Bibit Jagung Hibrida,Bibit,14000,2021-08-14 04:35:08,2021-08-14 04:35:08
PRD1215,UMKM415,Abon Ikan,Produk Olahan,109000,2021-07-01 04:35:08,2021-12-05 04:35:08
PRD1216,UMKM416,Bakso Mercon,Makanan Berat,43000,2021-11-12 08:28:12,2022-06-02 08:28:12
PRD1217,UMKM416,Jus Alpukat  ,Minuman,15000,2021-10-17 08:28:12,2021-10-27 08:28:12
PRD1218,UMKM416,Opak Angin,Snack,6000,2021-09-15 08:28:12,2022-03-15 08:28:12
PRD1219,UMKM416,Catering Kantor Harian,Catering,30000,2021-09-29 08:28:12,2022-03-03 08:28:12
PRD1220,UMKM416,Kue Cubit,Catering,27000,2021-09-20 08:28:12,2022-06-04 08:28:12
PRD1224,UMKM418,Miniatur Rumah Kayu,Kerajinan Kayu,69000,2021-06-15 21:44:27,2021-11-06 21:44:27
PRD1225,UMKM419,Es Campur,Minuman,15000,2021-04-22 22:34:45,2021-10-14 22:34:45
PRD1226,UMKM419,Kopi Susu Kekinian,Minuman,37000,2021-05-04 22:34:45,2021-07-14 22:34:45
PRD1227,UMKM419,Brownies Kukus,Dessert,7000,2021-04-17 22:34:45,2021-10-30 22:34:45
PRD1228,UMKM419,Gado-Gado,Makanan Berat,14000,2021-04-17 22:34:45,2021-08-12 22:34:45
PRD1229,UMKM420,Monitor LED,Hardware,3074000,2021-04-01 10:50:51,2022-01-20 10:50:51
PRD1230,UMKM420,Smar tMeter Air,IoT,3498000,2021-05-14 10:50:51,2021-10-21 10:50:51
PRD1231,UMKM420,SensorS uhu Gudang,IoT,2122000,2021-04-10 10:50:51,2021-09-26 10:50:51
PRD1232,UMKM420,Aplikasi Inventory,Aplikasi,4520000,2021-04-19 10:50:51,2021-06-26 10:50:51
PRD1233,UMKM420,Setup Server,Jasa IT,2817000,2021-04-06 10:50:51,2021-06-16 10:50:51
PRD1234,UMKM421,Dress Anak Pesta,Pakaian Anak,320000,2022-05-13 16:06:39,2022-08-25 16:06:39
PRD1235,UMKM421,Baju Tiudr Anak,Pakaian Anak,366000,2022-04-11 16:06:39,2022-09-17 16:06:39
PRD1236,UMKM421,Blouse Wanita,Pakaian Wanita,352000,2022-05-03 16:06:39,2023-01-27 16:06:39
PRD1237,UMKM421,Celana Kulot,Pakaian Wanita,497000,2022-04-25 16:06:39,2022-12-02 16:06:39
PRD1238,UMKM421,Kaos Polos Pria,Pakaian Pria,249000,2022-04-24 16:06:39,2022-07-08 16:06:39
PRD1239,UMKM422,Driver Harian,Jasa Antar Jemput,663000,2022-06-07 11:16:31,2023-03-24 11:16:31
PRD1240,UMKM423,Editing Video,Freelance,1554000,2021-08-31 11:20:11,2022-02-10 11:20:11
PRD1241,UMKM423,Servis Kulkas,Servis,1595000,2021-09-29 11:20:11,2022-06-29 11:20:11
PRD1242,UMKM423,Desain Kemasan Produk,Desain,2817000,2021-08-28 11:20:11,2021-10-28 11:20:11
PRD1243,UMKM423,Desain Logo,Desain,490000,2021-09-01 11:20:11,2021-11-15 11:20:11
PRD1248,UMKM425,Servis TV LED,Servis,947000,2021-03-08 21:05:48,2021-06-13 21:05:48
PRD1249,UMKM425,Paket Ulang Tahun,Event Organizer,352000,2021-02-22 21:05:48,2021-05-28 21:05:48
PRD1250,UMKM425,Even tLaunching Produk,Event Organizer,221000,2021-03-18 21:05:48,2021-03-18 21:05:48
PRD1251,UMKM425,Servis Mesin Cuci,Servis,326000,2021-04-05 21:05:48,2021-08-20 21:05:48
PRD1252,UMKM425,Konsultasi Hukum,Konsultasi,1966000,2021-03-12 21:05:48,2021-07-09 21:05:48
PRD1253,UMKM426,Keripik Singkong Pedas,Snack,49000,2021-12-31 01:34:29,2022-04-29 01:34:29
PRD1254,UMKM426,Es Teh Manis,Minuman,29000,2021-12-24 01:34:29,2022-06-26 01:34:29
PRD1255,UMKM426,Soto Ayam Lamongan,Makanan Berat,8000,2021-11-05 01:34:29,2022-07-08 01:34:29
PRD1256,UMKM426,Es Boba Original,Minuman,43000,2021-11-13 01:34:29,2022-07-12 01:34:29
PRD1257,UMKM427,Traktor Mini,Alat Tani,224000,2022-12-07 09:55:58,2023-06-17 09:55:58
PRD1258,UMKM427,Abon Ikan,Produk Olahan,78000,2023-01-16 09:55:58,2023-08-03 09:55:58
PRD1259,UMKM427,Selang Irigasi,Alat Tani,145000,2022-12-11 09:55:58,2023-02-20 09:55:58
PRD1260,UMKM427,Bibit Cabai Rawit,Bibit,69000,2022-12-18 09:55:58,2023-04-13 09:55:58
PRD1261,UMKM427,Keripik Pisang,Produk Olahan,64000,2022-11-25 09:55:58,2022-11-25 09:55:58
PRD1262,UMKM428,Website Company Prfoile,Software,2337000,2021-09-19 10:23:26,2021-09-27 10:23:26
PRD1263,UMKM428,App Mobile Android,Aplikasi,2823000,2021-10-27 10:23:26,2022-05-27 10:23:26
PRD1264,UMKM428,Aplikasi HR Sederhana,Aplikasi,4667000,2021-10-08 10:23:26,2022-01-20 10:23:26
PRD1265,UMKM428,Sistem ERP Mini,Software,2346000,2021-09-08 10:23:26,2021-10-12 10:23:26
PRD1266,UMKM429,Rak Dinding Kayu,Kerajinan Kayu,338000,2022-02-14 20:52:07,2022-09-27 20:52:07
PRD1267,UMKM429,Mainan Edukatif Kayu,Kerajinan Kayu,368000,2022-01-08 20:52:07,2022-09-16 20:52:07
PRD1268,UMKM429,Bando Kain,Aksesoris Handmade,495000,2022-02-14 20:52:07,2022-10-07 20:52:07
PRD1269,UMKM430,Servis TV LED,Servis,1296000,2023-07-18 22:24:56,2024-02-22 22:24:56
PRD1270,UMKM431,App Pemseanan Online,Aplikasi,4376000,2024-01-16 08:52:15,2024-02-07 08:52:15
PRD1271,UMKM431,App Pemesanan Online,Aplikasi,3127000,2024-01-18 08:52:15,2024-07-31 08:52:15
PRD1272,UMKM431,Software Akuntansi,Software,4173000,2023-12-09 08:52:15,2024-06-28 08:52:15
PRD1273,UMKM431,Setup Server,IoT,2898000,2023-12-20 08:52:15,2024-10-08 08:52:15
PRD1274,UMKM431,Kamera IP CCTV,IoT,612000,2023-12-02 08:52:15,2024-08-27 08:52:15
PRD1275,UMKM432,Gorden Custom,Dekorasi Rumah,248000,2024-03-05 22:30:26,2024-03-25 22:30:26
PRD1276,UMKM432,Tumbler Salbon,Souvenir,104000,2024-02-27 22:30:26,2024-10-16 22:30:26
PRD1277,UMKM433,Platform E-commerce Custom,Software,4840000,2022-04-28 07:47:56,2022-05-20 07:47:56
PRD1278,UMKM434,Polo Shirt Pria,Pakaian Pria,325000,2021-10-15 23:10:18,2022-02-18 23:10:18
PRD1279,UMKM434,Tunik Polos,Pakaian Wanita,440000,2021-10-28 23:10:18,2022-05-19 23:10:18
PRD1280,UMKM434,Celana Chino Pria,Pakaian Pria,97000,2021-10-23 23:10:18,2021-11-13 23:10:18
PRD1281,UMKM435,Sewa Kantor Virtual  ,Sewa Properti,3294000,2023-06-27 04:56:47,2024-03-18 04:56:47
PRD1282,UMKM435,Cat Ulang Rumah,Renovasi,4962000,2023-06-18 04:56:47,2023-07-14 04:56:47
PRD1283,UMKM435,Pemasangan Keramik,Renovasi,5116000,2023-06-17 04:56:47,2024-01-29 04:56:47
PRD1284,UMKM435,Pemasangan Wallpaper,Interior,3950000,2023-05-31 04:56:47,2023-11-03 04:56:47
PRD1285,UMKM435,Kost Putri Full Fasilitas,Kost,6117000,2023-07-04 04:56:47,2023-11-28 04:56:47
PRD1286,UMKM436,Buku Bisnis Online,Buku,1099000,2022-02-01 06:58:31,2022-09-06 06:58:31
PRD1287,UMKM436,Workshop Fotografi,Pelatihan,110000,2022-02-05 06:58:31,2022-03-05 06:58:31
PRD1288,UMKM437,Miniatur Rumah Kayu,Kerajinan Kayu,129000,2021-06-15 04:20:46,2021-08-27 04:20:46
PRD1289,UMKM437,Mainan Edukatif Kayu,Kerajinan Kayu,395000,2021-07-17 04:20:46,2022-03-06 04:20:46
PRD1290,UMKM437,Pot Tanah Liat,Dekorasi Rumah,376000,2021-07-22 04:20:46,2022-04-05 04:20:46
PRD1291,UMKM437,Vas Bunga Keramik,Dekorasi Rumah,349000,2021-06-11 04:20:46,2022-04-07 04:20:46
PRD1292,UMKM437,Kaos Souvenir,Souvenir,461000,2021-06-06 04:20:46,2022-03-13 04:20:46
PRD1293,UMKM438,Setelan Anak Lucu,Pakaian Anak,191000,2023-08-13 09:44:04,2024-03-12 09:44:04
PRD1294,UMKM439,Breas Premium 5kg,Hasil Panen,145000,2023-07-22 15:51:57,2023-08-04 15:51:57
PRD1295,UMKM439,Kecap Manis Lokal,Produk Olahan,216000,2023-08-23 15:51:57,2023-12-05 15:51:57
PRD1296,UMKM439,Traktor Mini,Alat Tani,268000,2023-07-16 15:51:57,2023-09-01 15:51:57
PRD1297,UMKM439,Selai Nanas,Produk Olahan,260000,2023-07-16 15:51:57,2023-10-08 15:51:57
PRD1298,UMKM440,Tensimeter Digital,Alat Kesehatan,143000,2021-07-28 13:44:31,2021-09-30 13:44:31
PRD1299,UMKM440,Multivitamin Anak,Suplemen,478000,2021-09-06 13:44:31,2022-04-25 13:44:31
PRD1304,UMKM442,Migrasi Data,Jasa IT,3629000,2023-02-10 14:40:53,2023-08-24 14:40:53
PRD1305,UMKM443,Sewa Minibus,Sewa Kendaraan,824000,2021-02-26 19:39:41,2021-02-26 19:39:41
PRD1306,UMKM443,Tambal Ban,Servis Kendaraan,1909000,2021-03-15 19:39:41,2021-09-03 19:39:41
PRD1307,UMKM443,Pengiriman Barang Kota,Logistik,1019000,2021-03-06 19:39:41,2021-05-22 19:39:41
PRD1308,UMKM443,Paket Honyemoon,Travel,1897000,2021-02-26 19:39:41,2021-05-12 19:39:41
PRD1309,UMKM444,Opak Angin,Snack,40000,2021-05-15 08:31:34,2021-06-11 08:31:34
PRD1310,UMKM444,Catering Pernikahan,Catering,11000,2021-05-24 08:31:34,2021-10-30 08:31:34
PRD1311,UMKM444,Catering Kantor Harian,Catering,32000,2021-04-30 08:31:34,2021-12-15 08:31:34
PRD1312,UMKM444,Catering Kantor Harian,Catering,24000,2021-04-16 08:31:34,2021-07-18 08:31:34
PRD1313,UMKM445,Kursus Editing Video,Kursus Online,386000,2021-06-06 05:13:12,2021-08-13 05:13:12
PRD1314,UMKM445,Kursus Bahasa Inggris,Kursus Online,154000,2021-05-12 05:13:12,2021-05-14 05:13:12
PRD1315,UMKM445,Buku Motivasi,Buku,395000,2021-06-01 05:13:12,2021-10-09 05:13:12
PRD1316,UMKM445,Kursus Digital Marketing,Kursus Online,198000,2021-06-21 05:13:12,2021-06-21 05:13:12
PRD1317,UMKM445,Pelatihan Barista,Pelatihan,57000,2021-06-15 05:13:12,2022-02-26 05:13:12
PRD1318,UMKM446,Pupuk Kompos,Pupuk,18000,2021-09-29 09:09:14,2021-10-02 09:09:14
PRD1319,UMKM447,Es Krim Lokal,Dessert,30000,2022-10-09 16:54:53,2023-06-19 16:54:53
PRD1320,UMKM447,Seblak Kering,Snack,37000,2022-09-24 16:54:53,2023-05-26 16:54:53
PRD1321,UMKM447,Pisang Nugget,Snack,46000,2022-10-16 16:54:53,2023-05-31 16:54:53
PRD1322,UMKM447,Matrabak Manis,Dessert,24000,2022-08-25 16:54:53,2022-08-29 16:54:53
PRD1323,UMKM448,Konsultasi Dokter Online,Jasa Medis,62000,2022-10-01 13:04:50,2023-07-09 13:04:50
PRD1324,UMKM448,Pijat Tradisional,Perawatan,339000,2022-10-12 13:04:50,2023-07-25 13:04:50
PRD1325,UMKM449,Dadar Gulung,Dessert,17000,2023-12-03 05:31:01,2024-03-19 05:31:01
PRD1326,UMKM449,Klepon,Dessert,36000,2024-01-02 05:31:01,2024-01-02 05:31:01
PRD1327,UMKM449,Opak Angin,Snack,29000,2023-11-23 05:31:01,2024-05-20 05:31:01
PRD1328,UMKM449,Lontong Sayur,Makanan Berat,20000,2023-12-05 05:31:01,2023-12-05 05:31:01
PRD1331,UMKM451,Celana Pendek Anak,Pakaian Anak,296000,2022-05-31 11:46:42,2022-07-15 11:46:42
PRD1332,UMKM451,Jaket Anak,Pakaian Anak,360000,2022-06-03 11:46:42,2022-06-03 11:46:42
PRD1333,UMKM451,Polo Shirt Pria  ,Pakaian Pria,163000,2022-05-11 11:46:42,2022-08-11 11:46:42
PRD1334,UMKM452,Tas Kulit Mini,Aksesoris,181000,2022-01-29 18:29:49,2022-06-24 18:29:49
PRD1335,UMKM453,Bingkai Foto,Souvenir,241000,2021-07-13 07:09:11,2022-05-03 07:09:11
PRD1336,UMKM453,Keychain Akrilik,Souvenir,449000,2021-07-25 07:09:11,2021-10-24 07:09:11
PRD1337,UMKM453,Anting Resin,Aksesoris Handmade,166000,2021-07-07 07:09:11,2022-04-30 07:09:11
PRD1338,UMKM453,Lampu Botol Kaca,Daur Ulang,47000,2021-07-11 07:09:11,2021-07-30 07:09:11
PRD1344,UMKM455,Paket Nasi Box 50 pax,Catering,21000,2023-09-02 15:02:10,2024-01-21 15:02:10
PRD1346,UMKM456,Tune Up Mobil,Sewa Kendaraan,733000,2022-10-29 21:32:21,2023-02-14 21:32:21
PRD1347,UMKM456,Paket Wisata Bali,Travel,1629000,2022-10-25 21:32:21,2022-12-20 21:32:21
PRD1348,UMKM456,Antar Jemput Bandara,Jasa Antar Jemput,317000,2022-11-02 21:32:21,2023-07-31 21:32:21
PRD1349,UMKM456,Sewa Minibus,Sewa Kendaraan,1354000,2022-10-09 21:32:21,2023-06-14 21:32:21
PRD1350,UMKM457,Ganti Oli Motor,Servis Kendaraan,586000,2021-06-21 16:23:10,2021-11-16 16:23:10
PRD1351,UMKM457,Cuci Mobil,Servis Kendaraan,380000,2021-05-27 16:23:10,2021-11-06 16:23:10
PRD1352,UMKM457,Ganit Oli Motor,Travel,325000,2021-06-17 16:23:10,2022-04-08 16:23:10
PRD1353,UMKM457,Jasa Titip Belanja,Jasa Antar Jemput,1179000,2021-05-02 16:23:10,2021-10-31 16:23:10
PRD1354,UMKM457,Cuci Mobil,Servis Kendaraan,1654000,2021-05-30 16:23:10,2022-03-15 16:23:10
PRD1359,UMKM459,Facial Wajah,Perawatan,233000,2022-02-07 00:25:21,2022-02-07 00:25:21
PRD1360,UMKM460,Syal Rajut,Aksesoris,350000,2022-12-27 10:38:31,2022-12-27 10:38:31
PRD1361,UMKM460,Setelan Anak Lucu,Pakaian Anak,489000,2022-11-07 10:38:31,2023-01-07 10:38:31
PRD1362,UMKM460,Sepatu Olahraga,Sepatu,486000,2022-11-19 10:38:31,2023-03-06 10:38:31
PRD1363,UMKM461,Dress Anak Pesta,Pakaian Anak,320000,2021-12-04 01:26:18,2022-07-05 01:26:18
PRD1364,UMKM461,Jaket Bomber Pria,Pakaian Pria,344000,2021-12-08 01:26:18,2022-05-28 01:26:18
PRD1365,UMKM461,Dress Anak Pesta,Pakaian Anak,395000,2021-10-23 01:26:18,2022-02-09 01:26:18
PRD1366,UMKM462,Paket Ulang Tahun,Event Organizer,1559000,2022-07-31 00:42:55,2022-07-31 00:42:55
PRD1367,UMKM462,Desain Logo,Desain,958000,2022-07-21 00:42:55,2022-12-13 00:42:55
PRD1368,UMKM462,Paket Pernikahan Sederhana,Event Organizer,1096000,2022-06-28 00:42:55,2022-08-02 00:42:55
PRD1369,UMKM463,Fisioterapi Panggilan,Jasa Medis,302000,2024-03-15 16:15:32,2024-11-30 16:15:32
PRD1370,UMKM463,Kalsium Tablet,Suplemen,459000,2024-01-25 16:15:32,2024-01-29 16:15:32
PRD1371,UMKM463,Nebulizer,Alat Kesehatan,49000,2024-03-01 16:15:32,2024-08-19 16:15:32
PRD1372,UMKM463,Probiotik Sachet,Suplemen,19000,2024-03-13 16:15:32,2024-12-30 16:15:32
PRD1373,UMKM464,Renovasi Dapur,Renovasi,2332000,2023-06-03 15:25:09,2023-06-18 15:25:09
PRD1374,UMKM464,Kost Putra AC,Sewa Properti,2942000,2023-06-11 15:25:09,2023-09-19 15:25:09
PRD1375,UMKM464,Jual Tanah Kavling,Jual Beli,9438000,2023-06-23 15:25:09,2023-12-14 15:25:09
PRD1376,UMKM464,Sewa Kios Pasar,Sewa Properti,1090000,2023-05-06 15:25:09,2024-01-07 15:25:09
PRD1377,UMKM465,Buku Bisnis Online,Buku,806000,2021-10-25 05:49:23,2021-11-13 05:49:23
PRD1378,UMKM465,Les Menggambar,Bimbel,1242000,2021-10-10 05:49:23,2022-06-14 05:49:23
PRD1380,UMKM467,Gado-Gado,Makanan Berat,48000,2022-06-20 01:05:48,2023-03-22 01:05:48
PRD1381,UMKM467,Klepon,Dessert,7000,2022-07-09 01:05:48,2023-03-03 01:05:48
PRD1386,UMKM469,Kursus Menjahit,Kursus Offline,1101000,2023-10-21 18:53:44,2023-10-31 18:53:44
PRD1387,UMKM469,Workshop Fotografi,Pelatihan,930000,2023-10-14 18:53:44,2024-04-01 18:53:44
PRD1388,UMKM469,Buku Motivasi,Buku,401000,2023-09-16 18:53:44,2024-03-16 18:53:44
PRD1389,UMKM469,Pelatihan Barista  ,Pelatihan,968000,2023-09-03 18:53:44,2023-11-19 18:53:44
PRD1390,UMKM469,Bimbel Bahasa Inggris,Bimbel,311000,2023-09-24 18:53:44,2023-10-10 18:53:44
PRD1391,UMKM470,Buku Motivasi,Buku,1098000,2023-11-17 01:29:23,2024-05-28 01:29:23
PRD1392,UMKM470,Bimbel SBMPTN,Bimbel,1460000,2023-11-17 01:29:23,2024-02-10 01:29:23
PRD1393,UMKM470,Buku Akuntansi,Buku,135000,2023-12-22 01:29:23,2024-07-09 01:29:23
PRD1394,UMKM471,Sistem Irigasi Otomatis,IoT,3283000,2022-06-16 23:40:07,2022-08-15 23:40:07
PRD1395,UMKM471,Sistem Absensi Web,Software,1239000,2022-06-24 23:40:07,2022-11-29 23:40:07
PRD1396,UMKM471,Printer Thermal,Hardware,1621000,2022-05-19 23:40:07,2022-10-28 23:40:07
PRD1397,UMKM471,Maintenance Jaringan,Jasa IT,626000,2022-05-31 23:40:07,2022-10-18 23:40:07
PRD1398,UMKM471,Monitoring Listrik IoT,IoT,2274000,2022-05-25 23:40:07,2023-02-04 23:40:07
PRD1399,UMKM472,Selang Irigasi,Alat Tani,167000,2021-07-28 05:51:53,2022-02-04 05:51:53
PRD1400,UMKM472,Beras Premium 5kg,Hasil Panen,196000,2021-09-01 05:51:53,2022-02-03 05:51:53
PRD1401,UMKM472,Pupuk NPK Mutiara,Hasil Panen,193000,2021-07-19 05:51:53,2021-12-21 05:51:53
PRD1402,UMKM473,Seblak Kering,Snack,16000,2023-08-23 21:43:20,2024-03-02 21:43:20
PRD1403,UMKM473,Dadar Gulung,Dessert,28000,2023-08-20 21:43:20,2023-12-02 21:43:20
PRD1404,UMKM473,Paket Prasmanan,Catering,26000,2023-09-14 21:43:20,2024-04-29 21:43:20
PRD1405,UMKM473,Paekt Prasmanan,Catering,17000,2023-09-27 21:43:20,2024-06-01 21:43:20
PRD1406,UMKM474,Voice Over,Freelance,1799000,2022-04-29 17:12:42,2022-07-17 17:12:42
PRD1407,UMKM474,Servis Kulkas  ,Servis,133000,2022-05-09 17:12:42,2023-01-12 17:12:42
PRD1408,UMKM474,Penrejemah Dokumen,Freelance,216000,2022-04-14 17:12:42,2023-01-08 17:12:42
PRD1409,UMKM474,Desain Kemasan Produk,Desain,1315000,2022-04-13 17:12:42,2022-09-28 17:12:42
PRD1410,UMKM475,Kursi Pallet Bekas,Daur Ulang,132000,2022-08-06 16:31:23,2022-09-26 16:31:23
PRD1411,UMKM475,Gantungan Kunci Custom,Souvenir,374000,2022-08-09 16:31:23,2023-05-01 16:31:23
PRD1412,UMKM475,Pot Ban Bekas,Daur Ulang,126000,2022-08-23 16:31:23,2022-10-30 16:31:23
PRD1413,UMKM476,Rendang Padang,Makanan Berat,14000,2023-01-31 07:52:17,2023-02-19 07:52:17
PRD1414,UMKM476,Soto Ayam Lamongan,Makanan Berat,30000,2023-01-27 07:52:17,2023-10-22 07:52:17
PRD1415,UMKM476,Opak Angin,Snack,14000,2023-02-05 07:52:17,2023-07-15 07:52:17
PRD1416,UMKM476,Es Teh Manis,Minuman,132000,2023-01-25 07:52:17,2023-03-11 07:52:17
PRD1417,UMKM477,Sistem Irigasi Otomtais  ,IoT,3887000,2022-11-27 00:26:07,2022-12-21 00:26:07
PRD1418,UMKM477,Sistem ERP Mini,Software,1759000,2022-10-24 00:26:07,2023-04-02 00:26:07
PRD1419,UMKM477,Keyboard Mechanical,Hardware,3135000,2022-10-27 00:26:07,2022-10-27 00:26:07
PRD1420,UMKM477,Aplikasi HR Sederhana,Aplikasi,3723000,2022-10-21 00:26:07,2023-02-06 00:26:07
PRD1421,UMKM478,Celana Kulot,Pakaian Wanita,261000,2022-04-14 02:21:48,2022-07-22 02:21:48
PRD1422,UMKM479,Tune Up Mobil,Servis Kendaraan,613000,2021-10-31 18:18:33,2022-07-31 18:18:33
PRD1423,UMKM480,Konsultasi Pajak,Konsultasi,439000,2023-05-03 15:18:30,2023-12-15 15:18:30
PRD1424,UMKM480,Servis TV LED,Servis,1501000,2023-04-28 15:18:30,2023-09-15 15:18:30
PRD1425,UMKM480,Konsultasi HR,Konsultasi,2831000,2023-03-31 15:18:30,2023-08-19 15:18:30
PRD1426,UMKM480,Servis AC Split  ,Servis,1579000,2023-03-18 15:18:30,2023-12-30 15:18:30
PRD1427,UMKM480,Paket Pernikahan Sederhana,Event Organizer,1698000,2023-03-28 15:18:30,2023-07-12 15:18:30
PRD1428,UMKM481,Sewa Pickup Barang,Sewa Kendaraan,260000,2023-02-19 01:06:53,2023-11-28 01:06:53
PRD1429,UMKM481,Last Mile Delivery,Logistik,1989000,2023-04-03 01:06:53,2023-06-15 01:06:53
