id,name,sector,description,created_at,updated_at,photo_url
UMKM237,Kursus Zulkifli,Pendidikan,"Penyedia buku pelajaran, modul, dan alat tulis kantor untuk sekolah dan lembaga pendidikan dengan harga grosir.",2023-10-27 13:41:13,2024-06-16 13:41:13,https://cdn.dummyumkm.id/umkm/UMKM237.jpg
UMKM238,Layanan Nanda,Jasa,"Jasa kebersihan dan sanitasi untuk rumah, kantor, dan gedung komersial dengan peralatan profesional dan ramah lingkungan.",2023-01-31 01:44:23,2023-11-14 01:44:23,https://cdn.dummyumkm.id/umkm/UMKM238.jpg
UMKM239,Ilham Catering,Kuliner,"Katering harian untuk karyawan dan pabrik, menyajikan menu 4 sehat 5 sempurna dengan standar kebersihan terjaga.",2022-11-26 01:12:08,2023-03-26 01:12:08,https://cdn.dummyumkm.id/umkm/UMKM239.jpg
UMKM240,Agro Ivan,Pertanian,Peternak ayam kampung dan ikan lele yang menjual hasil ternak segar langsung ke pasar dan rumah tangga.,2021-07-21 00:45:48,2022-11-11 00:45:48,https://cdn.dummyumkm.id/umkm/UMKM240.jpg
UMKM241,Edukasi Lina,Pendidikan,"Penyedia buku pelajaran, modul, dan alat tulis kantor untuk sekolah dan lembaga pendidikan dengan harga grosir.",2022-08-26 17:08:42,2023-11-11 17:08:42,https://cdn.dummyumkm.id/umkm/UMKM241.jpg
UMKM242,Ussy Academy,Pendidikan,Lembaga kursus komputer dan Microsoft Office untuk pelajar dan ibu rumah tangga yang ingin meningkatkan keterampilan.,2021-06-14 01:38:27,2022-08-29 01:38:27,https://cdn.dummyumkm.id/umkm/UMKM242.jpg
UMKM243,Maudy Tech,Teknologi,"Developer aplikasi mobile Android dan iOS untuk berbagai kebutuhan bisnis, mulai dari e-commerce hingga sistem absensi.",2023-06-05 11:16:01,2024-05-12 11:16:01,
UMKM244,Tani Cahyo,Pertanian,Usaha agrowisata yang membuka lahan perkebunan untuk wisata edukasi petik buah dan sayur bagi keluarga.,2022-10-31 20:05:17,2024-01-17 20:05:17,https://cdn.dummyumkm.id/umkm/UMKM244.jpg
UMKM245,Warung Nana,Kuliner,"Warung makan sederhana yang menyajikan masakan Padang, Jawa, dan Sunda dengan porsi besar dan harga ramah di kantong.",2022-05-11 12:38:49,2023-09-13 12:38:49,https://cdn.dummyumkm.id/umkm/UMKM245.jpg
UMKM246,Dian Pro,Jasa,"Jasa laundry kiloan dan satuan yang melayani antar-jemput pakaian dengan hasil bersih, rapi, dan wangi.",2023-12-14 22:32:38,2023-12-27 22:32:38,https://cdn.dummyumkm.id/umkm/UMKM246.jpg
UMKM247,IlhamArt,Kerajinan,"Pengrajin batik tulis dan cap khas daerah yang menerima pesanan seragam, kain meteran, dan souvenir.",2022-11-12 21:31:25,2023-05-21 21:31:25,https://cdn.dummyumkm.id/umkm/UMKM247.jpg
UMKM248,Dapur Jaka,Kuliner,"Warung makan sederhana yang menyajikan masakan Padang, Jawa, dan Sunda dengan porsi besar dan harga ramah di kantong.",2021-04-25 04:15:10,2022-07-18 04:15:10,https://cdn.dummyumkm.id/umkm/UMKM248.jpg
UMKM249,Xena Dev,Teknologi,Jasa desain UI/UX dan pengembangan software custom sesuai kebutuhan klien dengan metodologi agile.,2022-10-17 04:03:21,2022-11-03 04:03:21,https://cdn.dummyumkm.id/umkm/UMKM249.jpg
UMKM250,Distro Raisa,Fashion,Butik pakaian branded second yang menjual produk impor berkualitas dengan harga lebih terjangkau.,2021-03-25 22:02:55,2021-08-17 22:02:55,https://cdn.dummyumkm.id/umkm/UMKM250.jpg
UMKM251,Travel Vina,Transportasi,Penyedia layanan kurir ekspres lokal untuk pengiriman dokumen dan paket dalam kota dengan jaminan keamanan.,2023-03-20 05:42:39,2024-03-20 05:42:39,https://cdn.dummyumkm.id/umkm/UMKM251.jpg
UMKM252,Ferdi Solution,Jasa,"Jasa laundry kiloan dan satuan yang melayani antar-jemput pakaian dengan hasil bersih, rapi, dan wangi.",2022-07-12 21:11:44,2023-02-26 21:11:44,https://cdn.dummyumkm.id/umkm/UMKM252.jpg
UMKM253,Ekspedisi Velove,Transportasi,Usaha ojek online dan antar-jemput sekolah berbasis aplikasi yang melayani area kota dan pinggiran kota.,2021-12-23 07:49:19,2022-06-28 07:49:19,https://cdn.dummyumkm.id/umkm/UMKM253.jpg
UMKM254,Bunga Service,Jasa,"Jasa kebersihan dan sanitasi untuk rumah, kantor, dan gedung komersial dengan peralatan profesional dan ramah lingkungan.",2023-08-27 19:32:36,2024-05-22 19:32:36,https://cdn.dummyumkm.id/umkm/UMKM254.jpg
UMKM255,Ferdi Catering,Kuliner,"Kedai minuman kekinian yang menyajikan berbagai varian boba, thai tea, dan kopi susu dengan bahan segar pilihan.",2023-11-12 21:43:32,2024-01-19 21:43:32,https://cdn.dummyumkm.id/umkm/UMKM255.jpg
UMKM256,Agro Jefri,Pertanian,"Kelompok tani yang menjual bibit padi unggul, pupuk organik, dan alat pertanian dengan harga terjangkau.",2022-05-16 23:47:02,2022-05-19 23:47:02,https://cdn.dummyumkm.id/umkm/UMKM256.jpg
UMKM257,Dinda Dev,Teknologi,Penyedia jasa rekondisi dan penjualan laptop serta PC bekas berkualitas dengan garansi resmi toko.,2023-11-05 03:35:03,2024-03-09 03:35:03,https://cdn.dummyumkm.id/umkm/UMKM257.jpg
UMKM258,Karya Zarry,Kerajinan,"Pengrajin batik tulis dan cap khas daerah yang menerima pesanan seragam, kain meteran, dan souvenir.",2021-05-24 12:58:27,2022-02-20 12:58:27,https://cdn.dummyumkm.id/umkm/UMKM258.jpg
UMKM259,Jasa Dewi,Jasa,"Jasa kebersihan dan sanitasi untuk rumah, kantor, dan gedung komersial dengan peralatan profesional dan ramah lingkungan.",2021-09-08 12:38:35,2022-10-15 12:38:35,https://cdn.dummyumkm.id/umkm/UMKM259.jpg
UMKM260,Studio Digital Elvy,Teknologi,Penyedia jasa rekondisi dan penjualan laptop serta PC bekas berkualitas dengan garansi resmi toko.,2023-07-28 04:50:00,2024-05-10 04:50:00,
UMKM261,Kriya Fajar,Kerajinan,"Usaha kerajinan tangan berbahan rotan dan bambu yang memproduksi furnitur, tas, dan dekorasi rumah bernilai ekspor.",2021-03-30 07:16:48,2021-06-10 07:16:48,https://cdn.dummyumkm.id/umkm/UMKM261.jpg
UMKM262,Victor Teknologi,Teknologi,"Perusahaan IT yang menyediakan layanan instalasi jaringan, maintenance server, dan IT support untuk bisnis skala menengah.",2023-08-15 01:26:02,2024-11-17 01:26:02,
UMKM263,Kartika Style,Fashion,"Toko aksesoris fashion wanita meliputi tas, dompet, perhiasan, dan ikat rambut dengan koleksi yang selalu diperbarui.",2022-07-14 04:58:36,2023-02-24 04:58:36,https://cdn.dummyumkm.id/umkm/UMKM263.jpg
UMKM264,Griya Denny,Properti,Marketplace properti lokal yang menghubungkan pemilik properti dengan calon penyewa atau pembeli secara langsung.,2023-04-14 13:31:38,2024-05-21 13:31:38,https://cdn.dummyumkm.id/umkm/UMKM264.jpg
UMKM265,Edukasi Lukman,Pendidikan,Pusat pelatihan soft skill dan leadership untuk karyawan perusahaan dengan metode workshop interaktif.,2021-04-26 02:25:10,2021-05-10 02:25:10,https://cdn.dummyumkm.id/umkm/UMKM265.jpg
UMKM266,Handcraft Andien,Kerajinan,"Usaha kerajinan tangan berbahan rotan dan bambu yang memproduksi furnitur, tas, dan dekorasi rumah bernilai ekspor.",2022-02-08 22:27:27,2023-02-22 22:27:27,https://cdn.dummyumkm.id/umkm/UMKM266.jpg
UMKM267,Novan Fashion,Fashion,"Toko aksesoris fashion wanita meliputi tas, dompet, perhiasan, dan ikat rambut dengan koleksi yang selalu diperbarui.",2021-08-11 16:23:31,2022-10-22 16:23:31,https://cdn.dummyumkm.id/umkm/UMKM267.jpg
UMKM268,Tani Nabilah,Pertanian,Usaha agrowisata yang membuka lahan perkebunan untuk wisata edukasi petik buah dan sayur bagi keluarga.,2023-12-03 18:38:27,2024-02-26 18:38:27,
UMKM269,Medika Rina,Kesehatan,"Klinik kesehatan umum yang melayani konsultasi dokter, pemeriksaan laboratorium, dan layanan rawat jalan harian.",2022-12-08 15:26:43,2023-09-10 15:26:43,https://cdn.dummyumkm.id/umkm/UMKM269.jpg
UMKM270,Mirza Kitchen,Kuliner,"Bisnis food truck yang berkeliling menjajakan burger, hotdog, dan minuman segar di area perkantoran dan kampus.",2022-11-22 20:52:41,2023-10-18 20:52:41,https://cdn.dummyumkm.id/umkm/UMKM270.jpg
UMKM271,Andien Dev,Teknologi,"Developer aplikasi mobile Android dan iOS untuk berbagai kebutuhan bisnis, mulai dari e-commerce hingga sistem absensi.",2022-10-02 04:41:56,2023-02-05 04:41:56,https://cdn.dummyumkm.id/umkm/UMKM271.jpg
UMKM272,Kirana Logistik,Transportasi,"Usaha bus pariwisata yang menyediakan armada bus besar dan medium untuk study tour, piknik, dan gathering kantor.",2023-01-10 17:39:20,2023-09-22 17:39:20,https://cdn.dummyumkm.id/umkm/UMKM272.jpg
UMKM273,RM Rina,Kuliner,"Bisnis food truck yang berkeliling menjajakan burger, hotdog, dan minuman segar di area perkantoran dan kampus.",2021-07-12 10:51:49,2022-09-25 10:51:49,https://cdn.dummyumkm.id/umkm/UMKM273.jpg
UMKM275,UD Julia,Pertanian,"Kelompok tani yang menjual bibit padi unggul, pupuk organik, dan alat pertanian dengan harga terjangkau.",2023-03-21 00:11:46,2024-03-17 00:11:46,https://cdn.dummyumkm.id/umkm/UMKM275.jpg
UMKM276,Dapur Syahrini,Kuliner,"Spesialis dessert dan kue ulang tahun custom, menerima pesanan untuk berbagai acara dengan desain sesuai permintaan.",2022-07-02 17:39:14,2022-09-16 17:39:14,https://cdn.dummyumkm.id/umkm/UMKM276.jpg
UMKM277,Apotek Fatin,Kesehatan,"Klinik kesehatan umum yang melayani konsultasi dokter, pemeriksaan laboratorium, dan layanan rawat jalan harian.",2022-01-16 00:44:28,2023-01-24 00:44:28,https://cdn.dummyumkm.id/umkm/UMKM277.jpg
UMKM278,RM Hana,Kuliner,"Usaha katering spesialis nasi box dan prasmanan untuk acara pernikahan, ulang tahun, dan rapat kantor dengan harga terjangkau.",2023-11-03 07:08:50,2024-07-10 07:08:50,https://cdn.dummyumkm.id/umkm/UMKM278.jpg
UMKM279,Koleksi Uci,Fashion,"Usaha fashion anak-anak yang menyediakan pakaian lucu, nyaman, dan tahan lama untuk bayi hingga remaja.",2023-06-23 17:34:55,2024-04-09 17:34:55,https://cdn.dummyumkm.id/umkm/UMKM279.jpg
UMKM280,Nana Fashion,Fashion,"Distro lokal yang memproduksi kaos, hoodie, dan topi dengan desain orisinal bertema budaya Indonesia.",2023-10-08 20:28:22,2024-09-13 20:28:22,https://cdn.dummyumkm.id/umkm/UMKM280.jpg
UMKM281,Toko Busana Vina,Fashion,"Toko pakaian pria casual dan formal yang menawarkan kemeja, celana, dan jaket dengan harga bersaing.",2022-06-02 02:30:44,2023-08-04 02:30:44,https://cdn.dummyumkm.id/umkm/UMKM281.jpg
UMKM282,Kriya Zulkifli,Kerajinan,,2022-03-24 16:34:35,2022-05-04 16:34:35,https://cdn.dummyumkm.id/umkm/UMKM282.jpg
UMKM283,Kedai Acha,Kuliner,Usaha kuliner rumahan yang fokus pada produksi aneka snack dan kue kering untuk oleh-oleh dan hampers hari raya.,2023-01-01 00:34:12,2023-03-25 00:34:12,https://cdn.dummyumkm.id/umkm/UMKM283.jpg
UMKM284,Siti Catering,Kuliner,Usaha kuliner rumahan yang fokus pada produksi aneka snack dan kue kering untuk oleh-oleh dan hampers hari raya.,2021-06-15 06:29:51,2021-08-30 06:29:51,https://cdn.dummyumkm.id/umkm/UMKM284.jpg
UMKM285,Rental Surya,Transportasi,Jasa ekspedisi dan pengiriman barang antar kota dan antar pulau dengan armada truk dan pickup yang terawat.,2021-03-27 17:26:15,2021-04-08 17:26:15,https://cdn.dummyumkm.id/umkm/UMKM285.jpg
UMKM287,Erlangga Pro,Jasa,Penyedia layanan konsultasi bisnis dan manajemen untuk UMKM yang ingin berkembang dan memperluas pasar.,2022-06-21 12:17:17,2022-10-06 12:17:17,https://cdn.dummyumkm.id/umkm/UMKM287.jpg
UMKM288,Medika Bunga,Kesehatan,"Penyedia layanan perawatan kesehatan lansia di rumah, meliputi perawatan luka, fisioterapi, dan pendampingan harian.",2022-12-03 00:48:40,2023-02-18 00:48:40,https://cdn.dummyumkm.id/umkm/UMKM288.jpg
UMKM289,Agus Style,Fashion,Toko sepatu dan sandal lokal yang mengutamakan kenyamanan dan kualitas bahan dengan desain kekinian.,2022-03-31 11:02:13,2022-10-26 11:02:13,https://cdn.dummyumkm.id/umkm/UMKM289.jpg
UMKM290,Koleksi Gracia,Fashion,"Butik pakaian wanita muslimah yang menyediakan gamis, hijab, dan aksesoris dengan model terkini dan bahan premium.",2023-09-30 01:09:22,2023-11-14 01:09:22,https://cdn.dummyumkm.id/umkm/UMKM290.jpg
UMKM291,Jasa Hasan,Jasa,"Penyedia layanan tenaga keamanan (satpam) dan CCTV untuk perumahan, ruko, dan kawasan bisnis.",2022-08-28 12:09:29,2023-07-10 12:09:29,https://cdn.dummyumkm.id/umkm/UMKM291.jpg
UMKM292,KhoirulCare,Kesehatan,"Pusat terapi dan spa kesehatan yang menawarkan pijat refleksi, akupuntur, dan perawatan tubuh berbahan herbal.",2023-08-20 06:18:53,2024-03-31 06:18:53,https://cdn.dummyumkm.id/umkm/UMKM292.jpg
UMKM293,Agen Wendi,Properti,Usaha jasa desain interior dan dekorasi ruangan untuk hunian pribadi maupun komersial dengan sentuhan modern minimalis.,2022-07-05 10:15:51,2023-02-10 10:15:51,https://cdn.dummyumkm.id/umkm/UMKM293.jpg
UMKM294,Gita Academy,Pendidikan,"Bimbingan belajar khusus persiapan SBMPTN, UTBK, dan masuk sekolah kedinasan dengan pengajar berpengalaman.",2023-08-12 08:44:41,2024-07-17 08:44:41,
UMKM295,Layanan Octa,Jasa,"Jasa laundry kiloan dan satuan yang melayani antar-jemput pakaian dengan hasil bersih, rapi, dan wangi.",2022-05-30 06:29:36,2022-07-15 06:29:36,https://cdn.dummyumkm.id/umkm/UMKM295.jpg
UMKM296,Denny Catering,Kuliner,"Spesialis dessert dan kue ulang tahun custom, menerima pesanan untuk berbagai acara dengan desain sesuai permintaan.",2023-12-12 18:06:08,2025-02-24 18:06:08,https://cdn.dummyumkm.id/umkm/UMKM296.jpg
UMKM297,Panen Ilham,Pertanian,"Usaha pengolahan hasil pertanian menjadi produk bernilai tambah seperti tepung mocaf, keripik singkong, dan abon.",2022-07-30 01:55:45,2022-10-03 01:55:45,https://cdn.dummyumkm.id/umkm/UMKM297.jpg
UMKM299,Tora Academy,Pendidikan,"Penyedia buku pelajaran, modul, dan alat tulis kantor untuk sekolah dan lembaga pendidikan dengan harga grosir.",2021-07-03 02:48:03,2022-10-22 02:48:03,https://cdn.dummyumkm.id/umkm/UMKM299.jpg
UMKM300,Lukman Teknologi,Teknologi,"Penyedia solusi IoT (Internet of Things) untuk otomasi rumah, gudang, dan pertanian dengan perangkat buatan lokal.",2021-03-19 15:19:42,2021-11-28 15:19:42,https://cdn.dummyumkm.id/umkm/UMKM300.jpg
UMKM301,Kebun Anisa,Pertanian,,2022-08-16 05:08:05,2023-03-21 05:08:05,https://cdn.dummyumkm.id/umkm/UMKM301.jpg
UMKM302,Warung Via,Kuliner,"Usaha makanan beku (frozen food) rumahan seperti dimsum, siomay, dan nugget dengan bahan halal dan tanpa pengawet.",2021-09-20 03:44:50,2022-01-06 03:44:50,https://cdn.dummyumkm.id/umkm/UMKM302.jpg
UMKM303,Agus Solution,Jasa,"Penyedia layanan tenaga keamanan (satpam) dan CCTV untuk perumahan, ruko, dan kawasan bisnis.",2022-01-09 23:46:03,2022-09-12 23:46:03,https://cdn.dummyumkm.id/umkm/UMKM303.jpg
UMKM304,HappyArt,Kerajinan,Usaha pembuatan boneka dan mainan edukatif anak berbahan kain flannel dan kayu tanpa bahan berbahaya.,2022-12-15 09:14:51,2023-05-06 09:14:51,https://cdn.dummyumkm.id/umkm/UMKM304.jpg
UMKM305,Siti Catering,Kuliner,"Spesialis dessert dan kue ulang tahun custom, menerima pesanan untuk berbagai acara dengan desain sesuai permintaan.",2023-01-02 14:10:08,2023-08-10 14:10:08,https://cdn.dummyumkm.id/umkm/UMKM305.jpg
UMKM306,Dewi Dev,Teknologi,"Penyedia jasa pembuatan website profesional untuk perusahaan, toko online, dan portofolio personal dengan harga kompetitif.",2022-11-26 10:39:42,2023-08-24 10:39:42,https://cdn.dummyumkm.id/umkm/UMKM306.jpg
UMKM307,Koleksi Jelita,Fashion,"Usaha konveksi yang menerima pesanan seragam sekolah, kantor, dan komunitas dalam jumlah besar maupun kecil.",2022-11-04 08:48:24,2023-09-23 08:48:24,https://cdn.dummyumkm.id/umkm/UMKM307.jpg
UMKM308,Rental Sheila,Transportasi,"Usaha bus pariwisata yang menyediakan armada bus besar dan medium untuk study tour, piknik, dan gathering kantor.",2022-01-28 08:47:43,2022-02-05 08:47:43,https://cdn.dummyumkm.id/umkm/UMKM308.jpg
UMKM309,Layanan Cici,Jasa,,2021-07-04 08:49:20,2022-05-27 08:49:20,https://cdn.dummyumkm.id/umkm/UMKM309.jpg
UMKM310,Ekspedisi Fanny,Transportasi,Jasa ekspedisi dan pengiriman barang antar kota dan antar pulau dengan armada truk dan pickup yang terawat.,2021-09-26 00:52:37,2022-09-07 00:52:37,https://cdn.dummyumkm.id/umkm/UMKM310.jpg
UMKM311,Studio Erin,Jasa,"Penyedia jasa desain grafis dan branding untuk UMKM, meliputi pembuatan logo, brosur, dan materi pemasaran digital.",2021-06-08 11:19:46,2022-08-12 11:19:46,
UMKM312,Kedai Jaka,Kuliner,"Usaha makanan beku (frozen food) rumahan seperti dimsum, siomay, dan nugget dengan bahan halal dan tanpa pengawet.",2021-03-01 10:20:12,2021-03-31 10:20:12,https://cdn.dummyumkm.id/umkm/UMKM312.jpg
UMKM313,UD Prio,Pertanian,,2021-06-02 18:28:16,2021-12-30 18:28:16,https://cdn.dummyumkm.id/umkm/UMKM313.jpg
UMKM314,Octa Dev,Teknologi,Startup yang fokus pada pengembangan sistem ERP sederhana dan terjangkau untuk usaha kecil dan menengah.,2023-10-23 16:17:26,2024-01-13 16:17:26,https://cdn.dummyumkm.id/umkm/UMKM314.jpg
UMKM315,Souvenir Prisia,Kerajinan,"Usaha kerajinan tangan berbahan rotan dan bambu yang memproduksi furnitur, tas, dan dekorasi rumah bernilai ekspor.",2023-01-26 22:23:47,2023-08-01 22:23:47,https://cdn.dummyumkm.id/umkm/UMKM315.jpg
UMKM316,Jasa Surya,Jasa,"Jasa servis elektronik rumah tangga meliputi AC, kulkas, mesin cuci, dan televisi dengan teknisi berpengalaman.",2023-08-25 21:50:45,2024-08-19 21:50:45,https://cdn.dummyumkm.id/umkm/UMKM316.jpg
UMKM317,Titi Dev,Teknologi,Startup yang fokus pada pengembangan sistem ERP sederhana dan terjangkau untuk usaha kecil dan menengah.,2023-05-11 12:54:18,2023-06-07 12:54:18,https://cdn.dummyumkm.id/umkm/UMKM317.jpg
UMKM318,Kerajinan Tika,Kerajinan,,2022-04-03 13:12:19,2022-10-04 13:12:19,https://cdn.dummyumkm.id/umkm/UMKM318.jpg
UMKM319,Maudy Teknologi,Teknologi,"Perusahaan IT yang menyediakan layanan instalasi jaringan, maintenance server, dan IT support untuk bisnis skala menengah.",2023-08-30 12:03:39,2024-08-24 12:03:39,https://cdn.dummyumkm.id/umkm/UMKM319.jpg
UMKM320,Fatin Fashion,Fashion,"Brand pakaian olahraga lokal yang memproduksi jersey, celana training, dan sepatu olahraga berkualitas tinggi.",2023-05-05 17:32:01,2023-11-02 17:32:01,https://cdn.dummyumkm.id/umkm/UMKM320.jpg
UMKM321,Agen Ivan,Properti,"Usaha kost putra-putri dengan fasilitas lengkap seperti WiFi, AC, kamar mandi dalam, dan dapur bersama.",2022-04-16 11:24:24,2022-04-18 11:24:24,https://cdn.dummyumkm.id/umkm/UMKM321.jpg
UMKM322,LKP Jaka,Pendidikan,"Lembaga pelatihan vokasi yang menyediakan kursus menjahit, tata boga, dan kecantikan bersertifikat resmi.",2023-11-12 01:33:26,2024-01-31 01:33:26,https://cdn.dummyumkm.id/umkm/UMKM322.jpg
UMKM323,XanderArt,Kerajinan,"Usaha daur ulang sampah menjadi produk bernilai seperti tas dari plastik bekas, pot dari ban, dan lampu botol kaca.",2023-04-03 04:55:03,2023-05-13 04:55:03,https://cdn.dummyumkm.id/umkm/UMKM323.jpg
UMKM324,Outlet Via,Fashion,"Usaha konveksi yang menerima pesanan seragam sekolah, kantor, dan komunitas dalam jumlah besar maupun kecil.",2022-09-15 13:10:12,2022-09-24 13:10:12,https://cdn.dummyumkm.id/umkm/UMKM324.jpg
UMKM326,Herbal Edwin,Kesehatan,"Apotek online yang menyediakan obat-obatan, vitamin, dan suplemen kesehatan dengan pengiriman ke seluruh wilayah.",2023-11-09 18:37:39,2024-07-05 18:37:39,https://cdn.dummyumkm.id/umkm/UMKM326.jpg
UMKM327,Warung Oscar,Kuliner,"Bisnis food truck yang berkeliling menjajakan burger, hotdog, dan minuman segar di area perkantoran dan kampus.",2021-08-04 05:52:12,2022-05-09 05:52:12,https://cdn.dummyumkm.id/umkm/UMKM327.jpg
UMKM328,Panji Teknologi,Teknologi,"Perusahaan IT yang menyediakan layanan instalasi jaringan, maintenance server, dan IT support untuk bisnis skala menengah.",2023-12-21 14:48:58,2024-12-11 14:48:58,https://cdn.dummyumkm.id/umkm/UMKM328.jpg
UMKM329,Uut Logistik,Transportasi,"Usaha bus pariwisata yang menyediakan armada bus besar dan medium untuk study tour, piknik, dan gathering kantor.",2021-08-09 11:40:07,2022-09-14 11:40:07,https://cdn.dummyumkm.id/umkm/UMKM329.jpg
UMKM330,Dapur Bagas,Kuliner,"Menjual aneka jajanan pasar tradisional seperti klepon, dadar gulung, dan putu ayu dengan resep turun-temurun.",2021-11-20 03:51:25,2022-10-17 03:51:25,https://cdn.dummyumkm.id/umkm/UMKM330.jpg
UMKM331,Edukasi Rizal,Pendidikan,"Bimbingan belajar khusus persiapan SBMPTN, UTBK, dan masuk sekolah kedinasan dengan pengajar berpengalaman.",2022-05-13 16:28:00,2023-04-05 16:28:00,https://cdn.dummyumkm.id/umkm/UMKM331.jpg
UMKM332,Panen Reza,Pertanian,"Usaha budidaya tanaman hias dan bunga potong yang memasok ke florist, hotel, dan acara pernikahan.",2021-03-25 21:19:16,2021-10-23 21:19:16,https://cdn.dummyumkm.id/umkm/UMKM332.jpg
UMKM333,RM Maya,Kuliner,"Usaha makanan beku (frozen food) rumahan seperti dimsum, siomay, dan nugget dengan bahan halal dan tanpa pengawet.",2021-03-20 06:15:48,2021-06-04 06:15:48,https://cdn.dummyumkm.id/umkm/UMKM333.jpg
UMKM334,Herbal Zahra,Kesehatan,"Klinik kecantikan dan perawatan kulit yang menyediakan layanan facial, laser, dan konsultasi dermatologi.",2022-11-18 18:43:41,2023-03-17 18:43:41,https://cdn.dummyumkm.id/umkm/UMKM334.jpg
UMKM335,Dapur Julia,Kuliner,"Menjual aneka jajanan pasar tradisional seperti klepon, dadar gulung, dan putu ayu dengan resep turun-temurun.",2022-06-28 16:12:05,2023-06-05 16:12:05,https://cdn.dummyumkm.id/umkm/UMKM335.jpg
UMKM336,Distro Kezia,Fashion,Butik pakaian branded second yang menjual produk impor berkualitas dengan harga lebih terjangkau.,2023-04-02 16:00:25,2024-05-19 16:00:25,
UMKM337,Koleksi Raffi,Fashion,"Usaha fashion anak-anak yang menyediakan pakaian lucu, nyaman, dan tahan lama untuk bayi hingga remaja.",2023-08-22 21:05:12,2024-12-23 21:05:12,https://cdn.dummyumkm.id/umkm/UMKM337.jpg
UMKM338,Outlet Nabilah,Fashion,"Usaha konveksi yang menerima pesanan seragam sekolah, kantor, dan komunitas dalam jumlah besar maupun kecil.",2022-06-22 09:44:24,2022-09-17 09:44:24,https://cdn.dummyumkm.id/umkm/UMKM338.jpg
UMKM339,Kerajinan Lukman,Kerajinan,Usaha pembuatan boneka dan mainan edukatif anak berbahan kain flannel dan kayu tanpa bahan berbahaya.,2021-09-17 20:58:02,2022-08-05 20:58:02,https://cdn.dummyumkm.id/umkm/UMKM339.jpg
UMKM340,Kedai Andi,Kuliner,"Spesialis dessert dan kue ulang tahun custom, menerima pesanan untuk berbagai acara dengan desain sesuai permintaan.",2022-07-28 16:21:49,2022-09-08 16:21:49,https://cdn.dummyumkm.id/umkm/UMKM340.jpg
UMKM341,Warung Olivia,Kuliner,"Kedai minuman kekinian yang menyajikan berbagai varian boba, thai tea, dan kopi susu dengan bahan segar pilihan.",2021-04-17 02:27:49,2022-07-14 02:27:49,https://cdn.dummyumkm.id/umkm/UMKM341.jpg
UMKM342,Travel Cinta,Transportasi,"Travel agent yang menyediakan paket wisata lokal dan mancanegara, umroh, serta ticketing pesawat dan hotel.",2023-11-23 10:15:48,2024-12-01 10:15:48,
UMKM343,Zaskia Cargo,Transportasi,"Bengkel spesialis servis mobil dan motor yang menangani tune up, ganti oli, dan perbaikan mesin secara profesional.",2022-11-13 16:16:01,2024-01-04 16:16:01,https://cdn.dummyumkm.id/umkm/UMKM343.jpg
UMKM344,Willy Service,Jasa,"Jasa laundry kiloan dan satuan yang melayani antar-jemput pakaian dengan hasil bersih, rapi, dan wangi.",2022-07-22 13:57:08,2022-10-12 13:57:08,https://cdn.dummyumkm.id/umkm/UMKM344.jpg
UMKM346,Butik Zainal,Fashion,"Usaha konveksi yang menerima pesanan seragam sekolah, kantor, dan komunitas dalam jumlah besar maupun kecil.",2022-08-12 00:53:08,2022-11-08 00:53:08,https://cdn.dummyumkm.id/umkm/UMKM346.jpg
UMKM347,Koleksi Zulkifli,Fashion,"Distro lokal yang memproduksi kaos, hoodie, dan topi dengan desain orisinal bertema budaya Indonesia.",2021-02-26 06:07:09,2022-02-02 06:07:09,https://cdn.dummyumkm.id/umkm/UMKM347.jpg
UMKM348,Prilly Service,Jasa,"Usaha freelance penulisan konten, copywriting, dan manajemen media sosial untuk berbagai brand dan perusahaan.",2021-07-12 22:26:53,2022-05-12 22:26:53,https://cdn.dummyumkm.id/umkm/UMKM348.jpg
UMKM349,Apotek Ucok,Kesehatan,"Penyedia alat kesehatan rumah tangga seperti tensimeter, nebulizer, dan kursi roda dengan harga terjangkau.",2023-09-07 12:26:05,2024-05-19 12:26:05,https://cdn.dummyumkm.id/umkm/UMKM349.jpg
UMKM350,Luthfi Property,Properti,Developer perumahan subsidi yang menyediakan rumah tapak terjangkau dengan cicilan ringan di kawasan pinggiran kota.,2021-08-16 20:19:19,2021-11-01 20:19:19,https://cdn.dummyumkm.id/umkm/UMKM350.jpg
UMKM351,Rina Academy,Pendidikan,Penyedia layanan les privat guru ke rumah untuk berbagai mata pelajaran dengan sistem penjadwalan fleksibel.,2021-06-14 09:04:33,2022-02-13 09:04:33,https://cdn.dummyumkm.id/umkm/UMKM351.jpg
UMKM352,Wahyu Solution,Jasa,"Jasa laundry kiloan dan satuan yang melayani antar-jemput pakaian dengan hasil bersih, rapi, dan wangi.",2022-07-23 16:57:13,2023-08-31 16:57:13,https://cdn.dummyumkm.id/umkm/UMKM352.jpg
UMKM353,Katering Prisia,Kuliner,"Bisnis food truck yang berkeliling menjajakan burger, hotdog, dan minuman segar di area perkantoran dan kampus.",2021-09-23 16:13:16,2022-01-28 16:13:16,https://cdn.dummyumkm.id/umkm/UMKM353.jpg
UMKM354,Tani Wahyu,Pertanian,"Usaha pengolahan hasil pertanian menjadi produk bernilai tambah seperti tepung mocaf, keripik singkong, dan abon.",2022-07-24 13:24:19,2023-01-10 13:24:19,https://cdn.dummyumkm.id/umkm/UMKM354.jpg
